        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -1.08	   -2.32	    2.42	   -1.11	   -0.61	    4.05	   -3.28	   -0.09	    2.84	   -2.07	    0.28	
   -0.44	    3.55	    0.33	    0.70	   -1.06	    0.93	    4.11	    1.66	   -2.11	   -1.12	    0.22	
   -2.57	    3.33	    1.07	   -3.72	   -0.50	    2.21	    0.25	    7.13	   -1.24	   -2.48	    0.29	
   -0.18	    1.58	   -1.69	    0.24	    1.04	    0.05	    1.00	    8.29	    1.94	    0.54	   -0.13	
    0.94	   -1.98	    5.11	   -2.15	    7.40	   -3.23	    4.89	   -0.64	    3.42	   -4.33	   -0.86	
    5.51	   -1.41	   -6.40	   11.79	   -1.69	    1.07	    0.11	    5.30	   -6.85	   -1.30	   -5.37	
   -6.85	   -1.30	   -5.37	    3.82	    0.45	    9.32	    3.25	    7.67	   -5.57	   -0.19	   -1.16	
    6.90	   -1.44	    0.63	   -3.67	    2.52	    1.19	    3.95	   29.40	   -2.78	    2.91	   -0.82	
    2.04	   -1.36	   -1.29	    4.11	    4.48	   -1.29	   -3.22	   30.91	    0.48	   -0.20	   -6.37	
    4.71	   -1.68	    3.19	    1.44	    4.27	    0.78	    3.19	   -4.03	   10.90	   -4.72	    0.14	
   -4.56	    3.85	   -2.53	   -1.11	    3.68	    2.81	    1.68	   -5.65	   -3.04	    0.38	   -0.85	
    0.05	   -0.71	    3.42	    2.50	   -1.52	    1.97	    1.81	    2.09	    1.08	    1.15	    3.64	
    0.70	   -0.16	    2.00	    4.25	   -0.57	    3.72	    0.10	   -2.21	    2.77	    0.95	   -0.38	
   -0.30	    0.14	   -1.55	   -5.81	    0.81	   -1.48	    0.40	    3.53	    0.15	    3.04	   -3.18	
   -1.96	    1.30	    0.01	   -0.80	    1.85	    2.29	    2.95	    4.05	   -1.52	   -2.86	   -0.03	
    3.01	   -2.94	   -1.37	   -1.31	    0.08	   -1.17	    2.63	   -0.97	   -2.77	   -0.75	    1.47	
    3.16	   -0.12	   -1.84	   -3.75	   -3.50	    0.54	    4.28	   -6.15	    4.51	    6.41	    3.69	
    0.86	   -1.46	   -0.25	   -1.11	    2.00	   -3.06	    1.39	    8.60	   -1.38	   -6.29	    0.50	
    1.55	   -2.92	    0.44	   -1.48	    4.49	    0.13	    2.78	   -4.42	   -3.34	    1.73	    1.18	
    0.89	   -2.89	   -0.15	   -0.68	    1.65	   -1.94	    1.07	   -1.71	   -0.31	   -0.42	   -2.38	
   -0.55	   -5.66	    4.49	    0.01	   -1.28	    0.12	    7.07	   -1.00	    1.39	   -2.54	   -0.87	
    0.32	   -6.30	    1.06	    0.90	    2.60	    0.58	   -0.32	   -2.94	   -1.66	   -0.41	   -4.23	
   -1.19	   -4.12	   -1.08	    1.64	   -4.30	    6.24	   -6.10	   -9.75	   -2.63	   -1.48	    1.13	
    0.93	   -9.25	   -0.73	    2.08	    0.25	    3.57	   -6.83	  -15.13	    1.44	   -4.68	   -4.91	
   -0.34	   -1.02	   -2.65	   -0.23	   -3.08	    2.71	   -3.99	    1.75	    1.69	    0.72	   -4.34	
    0.13	   -0.57	    0.35	   -0.32	   -1.06	    1.23	    3.88	   -4.01	   -2.19	   -1.28	   -1.70	
    1.65	   -3.21	    1.90	   -1.90	   -1.10	    0.00	    1.37	   -3.38	   -1.13	   -4.58	    5.82	
   -7.50	    1.74	   -1.56	   -1.45	    8.50	    1.89	   -2.39	   -3.40	   -4.64	    0.29	   -0.44	
   -0.39	   -2.97	   -1.33	    0.94	    1.07	    1.46	    1.17	   -2.32	   -0.92	   -0.53	   -7.50	
   -5.01	    5.72	   -2.22	   -0.85	    1.86	   -0.56	    0.71	    3.09	   -4.90	    2.58	    1.95	
   -4.17	   -4.35	  -30.91	   32.89	  -31.68	    0.00	   -7.25	  -25.00	    6.25	   -3.92	    0.00	
  150.00	  -17.60	  -26.21	  -15.79	  -10.94	   -1.75	    3.57	   10.34	   23.44	   10.13	   -8.05	
   -2.29	  -15.20	  -10.34	    3.85	   -4.44	    0.78	   -7.69	   -4.17	   -4.35	  -30.91	   32.89	
   -0.36	   -7.50	    8.11	   -2.86	  -13.24	    9.75	    9.65	   -1.41	   -5.36	   -3.77	    4.71	
   -1.05	    6.69	    0.00	   -2.31	    0.00	   -3.72	   -1.40	    1.42	   -0.35	    1.76	    0.69	
   -2.05	    0.35	    3.14	   -3.04	   -6.27	   -0.37	    1.49	    3.68	   -0.35	   -0.36	   -7.50	
   -3.41	   -5.21	    1.19	   -2.90	    3.72	   -2.42	   -0.79	    5.21	    0.38	   -2.02	    0.94	
   -2.53	   -2.86	    1.03	    3.93	   -1.27	    2.05	    5.11	   -1.45	   -0.06	   -5.50	    5.09	
   -0.24	   -9.29	   -2.38	   -2.59	   -0.08	   -0.97	    0.04	   -7.54	    0.18	   -2.42	   -5.41	
   -1.19	    1.73	   -1.18	   -4.11	    0.69	    4.67	  -14.65	    6.40	   -1.45	    6.89	    2.47	
   -3.52	    0.70	   -2.51	   -4.43	    4.63	   -2.14	    1.31	   -2.74	   -2.96	   -0.15	    0.00	
    1.17	   -1.55	    0.66	    1.52	   -0.97	    0.00	    1.88	   -0.02	   -1.16	   -0.07	   -0.54	
   -0.83	    0.07	    0.02	    0.92	    1.01	    1.33	    1.62	   -1.16	   -0.96	   -0.29	    0.35	
   -1.10	   -1.24	    2.11	    0.76	    0.84	    3.10	    2.25	    0.87	    0.09	   -0.02	    1.29	
   -1.16	   -2.02	    2.74	    1.50	   -1.81	   -0.34	    2.02	   -0.49	   -1.66	   -2.86	    1.73	
    1.86	   -5.10	    0.38	   -1.34	    4.26	    1.49	    8.24	    0.00	    0.68	   -5.21	    1.06	
    1.66	    2.09	    2.45	    6.69	    5.08	   -1.52	   -2.34	   -8.02	   -1.72	    2.25	    0.00	
    3.49	   -2.40	   -1.55	    0.41	   -1.12	    0.87	    3.00	    2.37	   -0.77	   -6.95	    3.39	
   -0.50	    1.38	    0.68	   -5.23	    3.56	   -6.98	    4.98	   -2.21	    0.43	    0.43	    0.33	
    1.50	   -0.51	    0.45	   -0.54	    4.25	    1.35	    1.87	   16.40	   -2.46	    3.52	    0.74	
   -3.29	    1.89	   -5.27	   -0.87	    3.05	    2.74	    5.03	    1.06	   -4.09	    2.18	    1.16	
   -3.23	   -4.14	    0.98	    2.21	    9.86	   30.30	    3.87	  -17.26	   -3.84	   -0.06	   -4.23	
    2.96	   -5.34	   -8.03	   -4.13	   -2.89	   -2.03	   -4.59	   12.88	    0.90	   -0.36	   -1.55	
    0.85	   -5.77	    3.14	    0.51	   -9.88	    0.88	   -4.68	   20.80	    7.92	   -3.13	   -2.90	
    0.22	    3.23	   -4.17	    0.00	    1.30	    5.69	   -0.51	    3.06	    0.99	    1.96	   -3.37	
   -6.89	    1.50	   -2.46	   -7.07	    2.72	    4.76	   -1.01	   -2.04	    0.52	    3.11	    2.01	
    0.00	    0.52	    4.17	   -1.00	   -1.01	    0.51	    1.52	   -2.50	    0.31	    0.20	   -2.55	
    2.37	   -2.94	    0.63	   -4.49	   -4.82	    5.81	   -0.79	   -0.28	    1.08	   -3.21	    4.01	
   -8.98	    0.69	   -3.27	    2.03	    5.21	    5.91	    0.83	   -2.83	   -5.18	   -1.09	    0.78	
  -13.08	   -1.33	   -4.04	   -1.40	   -3.79	    2.46	    0.00	  -20.67	    3.03	   -1.18	  -10.12	
   -3.53	   -7.93	   -5.30	   -4.20	    3.65	   25.35	   -5.62	   51.19	    3.54	   -3.04	  -19.22	
    0.63	   -5.30	    4.61	   -5.35	    1.33	    4.92	    1.87	  -15.03	   -6.14	  -19.23	    2.86	
  -19.33	   -1.52	  -21.24	    7.84	   -2.73	   -4.67	   -0.49	    0.99	   -8.78	  -10.16	    1.79	
   -2.80	    1.39	   -2.86	    2.87	   -4.32	   -2.32	    7.27	    0.40	   -4.59	   -2.08	   -1.67	
    2.86	    4.07	   -3.70	    4.78	   -1.19	   -2.40	   -0.60	   -0.11	   -1.32	   -4.01	   -3.00	
   -6.34	   -0.62	   -1.93	    2.56	    1.35	    3.25	    3.83	   -4.93	    2.14	    9.82	    1.27	
    1.35	    2.89	   -1.56	   -7.96	   -1.15	   13.25	   -1.18	  -19.12	    2.59	   -0.84	    7.32	
    5.83	    3.74	   -7.03	   -3.50	    2.71	  -14.47	    4.56	    0.00	   -0.48	   -3.67	    3.62	
  -14.14	   -2.44	   -1.88	    4.46	   -4.88	    4.49	   12.27	   -1.64	   -6.67	   -5.36	    4.40	
   -1.24	    0.63	   -4.37	   -9.15	   -2.16	   11.03	   -3.31	    8.22	    1.27	   -5.63	    0.00	
    1.82	   -2.38	    1.83	    4.79	    2.86	    2.22	  -10.87	   -4.88	   -0.64	    0.00	   -4.52	
    1.60	    0.25	    0.56	   -1.68	   -1.14	   -1.09	    7.46	   -0.18	    4.17	    0.64	    0.63	
    1.33	    1.79	   -0.07	   -0.41	    0.27	   -1.02	    6.17	    4.97	   -3.08	   -0.25	    0.83	
    0.06	    0.17	   -1.95	    2.39	    1.00	   -1.87	   -3.25	    2.20	   -0.45	   -0.97	    0.58	
    0.00	    8.58	    1.77	   -0.62	   -0.21	    1.67	    1.02	    1.62	   -1.20	   -3.23	   -2.09	
    0.00	    3.40	    0.94	    1.63	    0.69	   -2.95	    2.11	    0.23	    0.00	    0.92	   -0.23	
    1.33	   -0.26	    4.49	   -1.64	   -0.26	    6.18	    2.91	  -15.55	    0.00	    2.79	   -4.48	
   -1.40	    3.74	   -1.12	    0.38	   -0.88	   -0.51	    1.52	   -6.01	   -2.13	    0.41	   -0.27	
    1.10	    0.50	    1.50	   -0.16	   -3.11	    4.06	   -5.04	   -1.20	   -2.08	    1.33	   -0.70	
   -0.82	    0.28	    0.92	   -0.82	    0.46	    3.56	    3.35	    4.35	   -3.27	    0.08	   -0.84	
    0.00	    3.23	   -2.08	    0.00	   -3.19	    2.20	    0.00	   -6.45	    0.00	    0.00	   -1.15	
    8.05	    2.13	    2.08	   -3.06	    2.11	    5.15	   -5.88	  -15.63	   -1.23	    1.25	   -1.23	
   -8.00	   -4.35	   -3.03	    6.25	   -1.47	   -1.49	    0.00	   -4.55	    0.00	    3.17	    6.15	
   -2.99	    1.89	   -1.26	   -2.56	    4.11	    4.53	    4.02	   -0.39	    5.81	   -5.93	    1.79	
   -4.02	   -0.66	    1.33	    3.06	   -4.25	    0.00	   -2.88	    2.97	   -0.22	    1.56	   -1.53	
   -1.83	    3.26	   -6.32	    1.69	   -2.61	   -3.65	   -2.53	   17.62	   -0.44	    1.77	    5.87	
    0.19	   -0.57	    2.67	   -0.37	    1.31	   -2.03	    0.56	  -17.20	    1.13	    0.67	    0.89	
   10.21	   -7.45	   -2.36	    9.47	    0.38	   -4.26	    3.82	    0.75	   -0.28	    0.19	   -3.70	
   -1.14	    0.95	    2.33	    2.37	   -2.84	    0.73	    2.27	   -1.75	    0.29	   -6.52	   -5.13	
    7.30	    1.95	   -2.00	   -1.54	   -4.33	    4.10	    1.89	   11.30	    1.98	   -0.69	    0.79	
    3.24	   -4.46	    7.26	    0.76	    7.98	    0.08	    3.25	   -3.39	   -4.00	    3.42	   -2.38	
   -2.36	    4.27	    4.14	    2.12	    1.91	   -2.86	    2.73	   -8.18	   -0.29	   -5.99	    1.89	
   -7.66	   10.04	    2.78	   -3.86	  -12.05	   -1.37	   -6.02	   42.86	   -1.72	   -3.16	   -8.70	
  -14.64	   23.01	   11.56	   -8.23	    0.66	    0.33	   -3.29	  -14.29	   -4.37	    2.49	    4.45	
    0.64	    2.22	    1.86	   -0.30	   -9.76	  -13.18	  -14.01	   12.22	   -7.66	   10.04	    2.78	
   -0.97	   -1.78	    1.51	    6.23	    1.45	    2.78	    1.33	    0.73	   -0.57	    2.01	    0.96	
   -1.87	    2.44	   -0.44	   -1.89	    5.69	    3.30	    0.90	    2.23	    1.11	   -0.69	   -0.76	
   -0.09	    2.19	   -0.56	   -1.60	    1.93	    3.02	    3.58	   -0.99	   -3.62	    3.58	    0.95	
   -1.32	   -7.35	   -1.41	    3.77	    0.25	    2.81	   -3.85	    3.29	    4.87	   -2.42	    3.47	
   -3.51	    1.98	    1.11	    0.23	    1.79	    1.40	   -4.11	   -1.85	    8.61	    8.06	   -0.56	
    0.55	    0.07	   -1.70	   -0.42	   -2.92	   -2.72	    1.55	    1.52	    2.00	    1.89	    1.99	
    0.99	   -0.83	    1.15	   -1.96	    3.93	    0.89	    7.35	    2.60	   -8.07	    0.15	    0.00	
   -3.47	    3.05	   -0.17	    1.14	   -0.95	   -7.93	    8.14	    2.10	    0.69	    3.24	    3.47	
    2.52	   -0.08	   -1.17	   -1.59	   -2.86	    2.39	   -1.87	    0.08	   -1.95	    0.39	   -1.29	
    4.60	   -0.85	   -1.98	    1.51	   -2.39	    0.80	    2.31	    1.28	   -1.07	   -5.00	    5.02	
   -2.03	    1.08	   -0.20	    2.97	    1.54	    1.17	   -7.03	    0.16	   -4.50	   -0.21	    1.73	
    2.61	    2.50	    3.83	   -2.49	   -8.35	    4.82	   -4.91	    4.94	   -3.07	    0.74	   -4.72	
    8.18	    5.99	   -1.81	    1.68	   -0.60	    9.56	    7.87	    5.00	  -11.27	   -3.97	    2.61	
   -7.09	    9.11	    6.32	  -10.45	   -6.04	   -3.59	   -4.84	  -17.80	   -7.11	   13.68	    6.97	
    0.43	   -5.82	    3.31	   -2.04	   -0.30	   -1.94	   13.39	   -2.01	   -1.78	   -4.04	   -0.87	
    1.49	   -5.58	    3.42	    1.35	   -0.59	   -0.45	   -1.35	   -2.89	   -1.10	   -0.32	   -1.43	
    2.11	   -4.59	   -6.98	    0.00	    0.00	    0.26	   -9.16	    0.23	    6.01	   -0.53	    4.44	
    0.47	   -0.94	    2.37	   -1.97	    1.77	    0.58	   -3.23	    2.86	   -0.58	   -1.05	   -0.83	
    4.12	   -3.73	   -1.17	    1.54	    0.82	    2.20	    2.84	   -1.55	   -4.48	    1.41	   15.16	
   -3.48	   -4.50	    6.60	    3.10	   -6.01	   -3.65	    3.32	  -12.39	   -4.71	   -6.04	    2.92	
    0.58	   -9.77	   -8.92	    0.00	  -19.58	    3.48	    5.88	  -10.32	    7.96	    0.00	   -0.82	
    1.46	   -6.73	   -6.19	   -2.75	   -1.69	   -4.60	    2.41	    4.12	   -1.69	   -1.72	   -5.26	
    5.70	   -3.91	   -1.73	    5.86	   -1.95	   -0.12	    0.65	    5.80	   -0.87	   -4.20	   -3.09	
    1.50	   -6.09	    1.57	   -2.20	    2.98	   -0.92	    7.02	   -0.87	   -1.14	   -4.18	    1.51	
    2.01	   -5.04	    0.81	    1.16	    1.77	    3.47	   -1.68	   -2.47	   -5.59	    2.41	    1.08	
   -5.33	   -3.44	    1.14	    2.69	    1.17	   11.31	   -6.28	   -5.25	   -4.37	    1.60	   -2.18	
    0.00	    3.62	   -3.57	    1.08	   -7.47	    4.70	    5.11	   -5.76	   -0.40	   -0.56	   -2.65	
   -2.78	    2.23	    0.13	   -1.67	    2.28	    0.83	   -0.28	  -18.14	   -8.64	   -0.64	    7.77	
    7.49	   -2.75	   -0.08	    2.88	   -3.13	    0.89	   -4.14	   10.19	   -3.30	    3.39	   -0.12	
   -4.83	    3.36	   -1.04	    0.82	    0.86	    5.90	   -4.21	  -23.39	  -11.47	    4.24	    0.27	
   -4.21	    1.74	   -1.68	   -1.62	    4.46	    6.31	   -0.16	   -3.62	    0.87	   -4.81	    1.31	
    4.21	   -4.52	    4.82	   -0.72	    1.21	   -0.64	    8.96	   -4.07	   -0.11	   -6.01	    1.99	
   -3.82	    0.43	    0.63	    3.39	    4.41	   -0.84	    0.83	   -7.81	   -4.15	    0.78	    3.23	
   -2.48	   -0.12	    0.85	   -0.96	    0.97	   -0.84	    2.55	   -1.18	   -2.16	    0.61	   -0.49	
    4.26	   10.20	    1.42	    4.30	   -2.47	   -5.81	   -1.12	    3.17	   -4.07	   -0.57	   -3.34	
    2.74	    3.51	   -2.62	   -5.85	   -1.53	    2.10	    3.97	    2.92	    0.55	    1.82	    0.67	
    0.18	    4.87	    5.54	   -0.97	   -4.20	    1.66	   -5.69	    1.24	   -3.72	   -1.73	    2.64	
   -0.36	    1.49	   -1.91	   -4.08	   -2.32	   -1.11	   -3.28	    0.76	    0.20	   -3.71	    3.90	
    0.48	    3.07	   -3.13	    4.67	   -0.25	    2.69	   12.86	   -3.95	    3.33	   -4.02	   -1.38	
   -4.02	   -1.38	   -1.63	   -2.51	    4.57	    0.70	    4.21	    3.02	   -5.47	    5.74	   -0.26	
   -2.71	    2.21	   -2.68	   -4.22	   11.31	    0.42	   -0.29	   -8.69	   -2.96	   -0.19	    3.25	
    9.05	   -0.25	   -2.35	   -2.02	    2.99	   -4.45	    4.79	  -31.08	    1.59	   -8.09	   -3.00	
   -0.25	   -2.35	   -2.02	    2.99	   -4.45	    4.79	  -31.08	    1.59	   -8.09	   -3.00	    5.26	
   -2.43	    0.50	    2.48	    9.37	    2.92	   -1.03	  -12.40	   -2.08	    7.89	   -1.31	    1.52	
    0.34	  -13.59	  -10.11	    2.53	    8.29	    0.68	  -11.60	   -3.21	   -8.89	   -5.44	   -7.58	
   -1.00	   -2.42	   -3.99	   -0.96	    0.96	    1.12	    3.98	    1.42	    1.98	   -1.33	   10.49	
   -2.33	    9.41	   -1.46	    6.71	    0.89	    4.61	   -1.38	   16.12	   -0.49	   -3.68	   -1.57	
   -1.95	   -7.33	    6.90	   -2.39	    1.69	   -4.11	    5.25	  -11.58	   -0.90	   -0.18	   -1.63	
   -0.14	    0.36	    1.29	    0.03	   -1.19	    0.85	    4.23	    0.79	   -0.51	   -1.10	    2.82	
    2.64	   -2.85	    0.52	   -2.52	    0.12	    4.67	    3.41	   -1.43	   -1.38	   -1.03	    1.39	
   -3.64	   -1.89	   -0.96	    1.94	    8.57	   -8.77	   -6.73	    4.12	   -1.98	   -6.06	    3.01	
   -0.70	    0.00	   -3.53	    0.00	    4.88	    1.16	   10.34	   13.54	  -10.83	    0.82	    0.82	
   -0.97	   -3.92	   -3.06	   -1.05	  -10.64	    2.38	    2.33	   -2.73	   -0.47	   -3.76	    1.95	
   -2.64	    5.72	    8.26	    1.58	    1.55	    0.26	   -4.83	  -16.58	    0.64	    0.32	   -0.95	
   -0.33	    1.99	   -2.27	   -0.66	   16.72	   -2.01	   -3.80	   12.77	    4.58	    6.19	   -1.70	
    8.67	    1.62	    2.31	    0.86	    1.11	    0.25	   -3.33	    1.90	   -0.82	   -0.70	   -1.45	
    5.60	    1.71	   -2.86	    2.77	   -0.34	   -2.60	    3.68	   -2.68	   -3.16	   -0.60	   -2.00	
   -1.86	    3.02	   -5.95	   -1.95	  -10.95	   -0.21	    2.77	   12.05	   -4.08	    2.17	   -4.49	
    6.49	   -0.74	    2.44	   -2.19	   -4.02	   -4.82	    5.27	  -15.95	    0.93	    2.06	    2.47	
    3.34	   -0.87	   -0.57	   -2.39	    9.33	   -4.24	    0.56	   -2.33	    0.36	    5.27	    1.32	
    0.00	    0.00	    0.00	    0.00	    9.02	    1.14	   -4.08	   -0.17	   -2.48	   -3.48	    0.62	
   -3.29	    2.09	    7.44	   -0.48	   -2.40	   -3.19	    5.84	    1.44	   -0.47	   -1.90	   -1.69	
    3.57	    2.07	    3.38	   -1.96	   -5.11	    3.04	   -2.50	   -2.80	    0.00	    2.88	   -3.03	
   -2.44	   -5.01	    2.37	   -1.03	    1.82	    0.26	    7.65	   -0.95	    2.39	   -1.40	   -1.18	
    3.66	   -4.24	    2.70	    0.48	    0.95	    0.94	    0.47	   -0.23	   -3.03	    0.24	   -2.88	
   -1.72	    2.09	   -1.28	    0.31	    2.54	   -1.52	    3.85	    1.58	   -0.34	    0.00	    1.22	
   -0.41	    5.15	   -1.71	    1.97	    3.86	    0.00	   -0.66	   -0.33	    1.66	    8.59	    7.11	
   -1.87	   -4.57	    0.80	   -2.67	    1.22	   -1.01	   -3.55	   -7.26	   -3.29	    3.52	   -0.68	
  -12.20	    5.56	    0.00	    5.26	   -2.50	   -7.69	    0.00	  -16.67	   10.00	   18.18	    0.00	
   -2.78	   -5.71	    0.00	    3.03	    2.94	   -5.71	   -9.09	    3.33	  -22.58	    0.00	   -4.17	
   61.47	    0.57	    0.00	   -9.60	    3.75	    4.82	   -0.57	   24.28	   -2.79	    2.39	    7.94	
    3.00	    0.81	   -2.09	    1.48	   -1.13	    0.00	   -0.49	   -0.16	   -1.81	   -3.52	   -6.60	
   -0.55	    1.28	    3.07	   -0.70	    5.29	    2.01	    2.30	   -3.05	    0.33	   -2.64	   -2.88	
    1.55	   -4.57	    2.40	   -5.77	    1.32	   -0.65	    0.00	    2.30	   -0.64	   -0.16	    0.00	
    0.00	   -3.39	   -3.51	    0.00	    1.82	    0.00	    0.00	   -5.36	   -5.66	   -2.00	    2.04	
    3.03	   -4.41	    0.00	    4.62	   -1.47	    4.48	    0.00	   -1.43	  -18.84	    0.00	   -5.36	
   -3.06	   -1.89	   -3.43	    0.00	   -3.11	    3.90	   -1.99	   -5.86	   -9.81	   -1.59	   -2.70	
    4.35	   -0.26	    1.57	   -2.83	    4.23	   -2.03	   -1.30	   -4.72	   -1.93	   -0.84	   -0.85	
   -1.91	    2.16	   -4.24	   -0.66	    2.23	    0.22	   -7.17	   15.69	    2.63	    1.58	   -4.08	
   -2.73	   -4.21	    7.32	   -4.55	   -0.48	   -9.09	  -23.68	   37.93	   -5.00	    2.63	   -7.69	
   -8.16	   -6.67	   -4.76	   -5.00	   14.74	    0.92	   -0.91	   -8.26	    5.00	   -2.38	   -9.76	
   -1.96	    0.00	    4.00	   -1.92	    0.00	   -5.88	    2.08	   -8.16	   -6.67	   -4.76	   -5.00	
    9.63	  -31.08	    9.80	    0.89	    1.77	    5.22	    1.65	    9.76	    5.19	   -2.11	   -3.60	
   -2.33	    4.76	    0.00	   -3.79	    9.45	    4.32	    4.83	   10.53	   -4.17	   -5.59	   -0.66	
   19.59	    0.00	   13.79	  -13.64	    8.77	   13.71	   -2.13	    8.70	  -10.00	    9.63	  -31.08	
    1.65	   -3.98	   -0.68	    0.68	   -1.06	    2.48	    1.54	   -5.83	    6.58	   -1.55	    7.44	
    2.86	   -2.00	    1.08	    1.23	    2.85	    0.15	   -0.80	   -6.16	   -2.81	   -1.89	    1.41	
    1.62	    2.53	    0.87	    0.79	   -1.42	   -0.68	    2.55	   -1.51	   -3.31	   -0.09	    2.52	
   -1.52	   -1.18	   -1.73	    2.01	    2.96	    6.04	   -0.62	   -5.61	   -3.66	    2.52	    2.61	
    2.74	   -4.15	   -4.27	    2.74	   -0.31	    1.71	   -2.14	  -14.01	    1.68	   -0.71	    3.45	
   -2.41	   -1.23	   -2.50	    3.85	   -3.70	   -1.28	  -10.39	   -7.25	   14.06	   -8.22	    0.00	
    2.88	    4.67	   -5.36	    0.00	   -6.60	    4.04	   10.68	   -7.02	   -2.83	    7.77	   -2.70	
   -0.97	   11.76	   -3.51	   -4.55	   -2.86	    0.98	   -1.94	   -2.97	   -3.06	   -2.11	   -5.38	
    1.86	   -2.85	    1.76	    1.39	   -6.83	   -1.34	   -6.57	    4.77	   -6.84	    3.67	   -1.18	
    3.73	   -1.62	   -3.30	    1.10	   -1.45	   -2.32	   -2.13	   -1.02	   -3.10	   -1.07	    0.00	
    4.54	    1.97	   -1.16	   -0.52	    1.31	    3.76	    7.49	   -5.23	   -0.98	   -0.87	   -1.00	
   -6.52	    5.58	   -4.19	    1.15	    4.55	    0.00	   -2.17	    0.00	    0.00	    0.00	    2.22	
   -1.10	   -2.22	    0.00	   -2.27	    5.81	   -6.59	    5.88	   -6.67	    3.57	    3.45	    1.11	
   -1.10	    0.00	    0.00	    0.00	   -5.56	    1.18	    3.49	   -1.12	    4.55	   -6.52	    5.58	
    0.24	    3.39	   -9.60	   -8.81	   -3.98	   -3.25	    9.48	   24.02	   -3.83	   -2.11	   -6.22	
    5.06	    3.61	   -6.51	   -1.49	   -3.54	    0.26	   -3.13	    1.08	   -2.13	   -3.27	    1.41	
   -2.79	    2.58	    2.79	   -5.43	    1.72	    6.78	    0.53	    5.53	   -1.00	   -4.53	   -3.96	
   -1.12	   -0.82	   -1.14	   -1.99	   -1.39	    4.99	    7.34	    4.82	    0.28	   -2.47	   -3.67	
    3.41	  -15.19	    0.86	    0.96	    0.00	   -1.38	   -5.05	   -4.41	    0.59	    0.59	    0.70	
   10.34	   -5.59	   -0.06	   -2.69	    6.89	    1.78	    1.36	   -3.96	   -0.81	   -0.41	   -3.94	
   -1.37	    2.90	   -0.23	   -0.53	    0.47	   -3.53	   15.05	    5.93	    4.35	   -0.05	   10.83	
    2.18	   -2.56	   -3.07	    9.05	   -0.41	   -2.92	   -0.43	    2.59	   -3.78	   -0.44	    1.32	
   -2.67	   -5.48	    1.93	    4.74	    0.90	    0.45	    7.14	   -2.92	    4.29	   -4.53	    0.86	
   -0.37	   -4.99	   -9.54	    1.02	    3.59	   -1.51	   -8.94	   -2.59	    0.84	    1.94	    0.18	
   -2.56	   -0.86	    8.68	    7.25	   -1.81	   -2.14	    4.43	  -23.12	    3.28	    1.70	  -10.79	
    2.17	    5.94	   -5.53	    7.41	    4.40	   -0.19	   -0.74	    5.85	   -3.32	   -1.52	    5.73	
   -2.36	   -2.88	    2.68	    3.08	    2.71	   -2.38	   -0.72	   -6.45	   -2.72	   -1.00	    0.30	
   -2.11	   -3.03	   10.89	   -5.55	   -1.64	    0.98	    2.91	   -1.60	   -0.67	   -0.19	   -0.58	
    1.10	   -3.69	    1.80	   -0.88	    4.02	    0.00	   -3.65	    0.22	   -0.44	   -1.56	   -1.81	
    8.56	    0.46	    1.62	    0.45	    0.00	   -0.45	    2.05	    0.00	    1.56	   -0.66	   -3.31	
   -1.71	    0.14	   -6.47	    3.48	   -2.18	   -2.97	    7.04	    5.17	   -1.25	   -2.75	   -6.68	
   -0.05	    4.53	   -3.60	    3.94	   -1.32	   -0.59	   -0.30	   -0.17	   -1.13	   -3.47	   -0.66	
    2.80	   -2.04	    3.47	   -4.25	    3.74	    0.90	    8.48	   -1.65	   -2.09	   -4.49	    2.91	
   -6.84	    1.68	    0.21	   -3.50	    0.43	    1.70	    0.84	  -13.46	   -2.63	    5.41	    2.80	
   -0.65	    2.39	   -7.01	    3.42	    4.42	   -7.40	   -1.14	  -13.16	   -2.93	    0.82	   -0.82	
    2.83	   -0.92	   -2.78	   -1.90	   -9.71	  -10.75	   -1.20	   -4.39	  -10.71	   -5.71	   -1.52	
   -0.85	    0.00	   -0.86	   -4.35	    2.73	    0.88	    1.75	  -12.93	    2.97	    0.96	    0.00	
    0.99	    5.88	   -1.85	   -3.77	   12.75	   -2.61	   -3.57	   11.11	   -5.83	    0.88	    0.88	
    0.00	    0.00	    0.00	    0.00	   11.40	   -9.32	    1.91	    3.75	    3.27	   -0.67	   -2.60	
    2.71	   -1.42	    1.91	    1.69	   -1.75	   -8.46	  -20.33	    6.19	    0.73	   -5.30	    7.89	
   -0.58	    3.78	    1.03	    5.63	    0.44	    0.26	    2.52	   -5.84	   -0.90	   -2.45	   -3.26	
   -4.61	    5.53	   -5.65	    5.38	   -4.77	    2.33	   -2.62	   10.67	    0.47	   -9.36	   -9.47	
   -0.51	    0.51	    1.32	    1.20	   -2.97	    2.55	    1.49	    1.47	    8.21	   -0.45	    3.59	
