        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -0.18	    1.40	   -0.31	   -0.07	    0.97	    1.02	    2.03	   10.49	   12.63	   13.24	   13.09	
   -0.44	    3.10	    3.44	    4.16	    3.06	    4.01	    8.29	   10.09	    7.77	    6.56	    6.79	
    0.94	   -1.06	    4.00	    1.76	    9.29	    5.76	   10.94	   10.24	   14.00	    9.06	    8.12	
    5.51	    4.02	   -2.64	    8.84	    7.00	    8.15	    8.27	   14.01	    6.20	    4.82	   -0.80	
   -6.85	   -8.06	  -12.99	   -9.67	   -9.26	   -0.81	    2.42	   10.27	    4.13	    3.93	    2.72	
    2.04	    0.65	   -0.65	    3.43	    8.07	    6.68	    3.25	   35.16	   35.81	   35.53	   26.90	
    4.71	    2.96	    6.25	    7.79	   12.39	   13.27	   16.89	   12.17	   24.40	   18.53	   18.70	
    6.90	    5.36	    6.02	    2.13	    4.70	    5.95	   10.13	   42.51	   38.55	   42.58	   41.41	
    0.05	   -0.66	    2.74	    5.31	    3.71	    5.75	    7.66	    9.91	   11.09	   12.37	   16.46	
   -4.56	   -0.89	   -3.40	   -4.47	   -0.95	    1.82	    3.54	   -2.31	   -5.28	   -4.92	   -5.72	
    0.70	    0.55	    2.56	    6.92	    6.31	   10.27	   10.37	    7.93	   10.93	   11.98	   11.55	
   -1.96	   -0.68	   -0.67	   -1.46	    0.36	    2.66	    5.68	    9.97	    8.30	    5.20	    5.17	
   -0.30	   -0.16	   -1.71	   -7.42	   -6.67	   -8.05	   -7.68	   -4.42	   -4.28	   -1.37	   -4.50	
    3.01	   -0.01	   -1.39	   -2.68	   -2.60	   -3.74	   -1.21	   -2.17	   -4.88	   -5.59	   -4.21	
    3.16	    3.03	    1.14	   -2.65	   -6.06	   -5.56	   -1.52	   -7.58	   -3.41	    2.78	    6.57	
    0.86	   -0.61	   -0.86	   -1.96	    0.00	   -3.06	   -1.72	    6.74	    5.27	   -1.35	   -0.86	
    1.55	   -1.42	   -0.98	   -2.45	    1.93	    2.06	    4.90	    0.26	   -3.09	   -1.42	   -0.26	
    0.32	   -6.00	   -5.00	   -4.14	   -1.65	   -1.08	   -1.39	   -4.29	   -5.88	   -6.27	  -10.24	
    0.89	   -2.02	   -2.17	   -2.83	   -1.23	   -3.14	   -2.11	   -3.78	   -4.08	   -4.49	   -6.76	
   -0.55	   -6.18	   -1.97	   -1.96	   -3.21	   -3.10	    3.75	    2.71	    4.13	    1.49	    0.61	
   -0.34	   -1.36	   -3.97	   -4.19	   -7.15	   -4.63	   -8.43	   -6.83	   -5.26	   -4.58	   -8.72	
    0.93	   -8.41	   -9.07	   -7.18	   -6.94	   -3.62	  -10.20	  -23.79	  -22.69	  -26.31	  -29.93	
   -1.19	   -5.26	   -6.28	   -4.74	   -8.84	   -3.15	   -9.06	  -17.92	  -20.08	  -21.27	  -20.38	
    1.65	   -1.62	    0.25	   -1.65	   -2.73	   -2.73	   -1.40	   -4.73	   -5.80	  -10.12	   -4.88	
    0.13	   -0.45	   -0.10	   -0.42	   -1.47	   -0.26	    3.61	   -0.54	   -2.72	   -3.96	   -5.59	
   -5.01	    0.42	   -1.81	   -2.65	   -0.84	   -1.39	   -0.70	    2.37	   -2.65	   -0.14	    1.81	
   -7.50	   -5.89	   -7.36	   -8.70	   -0.94	    0.94	   -1.47	   -4.82	   -9.24	   -8.97	   -9.37	
   -0.39	   -3.35	   -4.63	   -3.73	   -2.70	   -1.29	   -0.13	   -2.45	   -3.35	   -3.86	  -11.07	
   -4.17	   -8.33	  -36.67	  -15.83	  -42.50	  -42.50	  -46.67	  -60.00	  -57.50	  -59.17	  -59.17	
   -2.29	  -17.14	  -25.71	  -22.86	  -26.29	  -25.71	  -31.43	  -34.29	  -37.14	  -56.57	  -42.29	
  150.00	  106.00	   52.00	   28.00	   14.00	   12.00	   16.00	   28.00	   58.00	   74.00	   60.00	
   -2.05	   -1.71	    1.37	   -1.71	   -7.88	   -8.22	   -6.85	   -3.42	   -3.77	   -4.11	  -11.30	
   -1.05	    5.57	    5.57	    3.14	    3.14	   -0.70	   -2.09	   -0.70	   -1.05	    0.70	    1.39	
   -0.36	   -7.83	   -0.36	   -3.20	  -16.01	   -7.83	    1.07	   -0.36	   -5.69	   -9.25	   -4.98	
   -2.53	   -5.32	   -4.34	   -0.58	   -1.85	    0.16	    5.28	    3.76	    3.70	   -2.01	    2.98	
   -3.41	   -8.44	   -7.36	  -10.04	   -6.69	   -8.95	   -9.68	   -4.97	   -4.61	   -6.54	   -5.67	
   -0.24	   -9.51	  -11.67	  -13.96	  -14.03	  -14.86	  -14.83	  -21.25	  -21.11	  -23.02	  -27.19	
   -3.52	   -2.84	   -5.28	   -9.47	   -5.28	   -7.31	   -6.09	   -8.66	  -11.37	  -11.50	  -11.50	
   -1.19	    0.53	   -0.66	   -4.74	   -4.08	    0.40	  -14.31	   -8.83	  -10.14	   -3.95	   -1.58	
   -1.10	   -2.33	   -0.26	    0.49	    1.34	    4.48	    6.83	    7.76	    7.85	    7.83	    9.21	
    1.17	   -0.39	    0.27	    1.79	    0.80	    0.80	    2.69	    2.67	    1.48	    1.40	    0.86	
   -0.83	   -0.76	   -0.74	    0.18	    1.19	    2.54	    4.20	    2.99	    2.00	    1.70	    2.06	
   -1.16	   -3.16	   -0.50	    1.00	   -0.83	   -1.16	    0.83	    0.33	   -1.33	   -4.15	   -2.49	
    1.86	   -3.34	   -2.97	   -4.27	   -0.19	    1.30	    9.65	    9.65	   10.39	    4.64	    5.75	
   -0.50	    0.87	    1.56	   -3.75	   -0.32	   -7.27	   -2.65	   -4.80	   -4.39	   -3.98	   -3.66	
    3.49	    1.01	   -0.56	   -0.15	   -1.27	   -0.41	    2.58	    5.01	    4.20	   -3.04	    0.25	
    1.66	    3.79	    6.33	   13.45	   19.21	   17.39	   14.64	    5.45	    3.63	    5.97	    5.97	
   -3.29	   -1.46	   -6.66	   -7.47	   -4.65	   -2.03	    2.90	    3.99	   -0.26	    1.91	    3.09	
    1.50	    0.98	    1.44	    0.89	    5.18	    6.61	    8.60	   26.41	   23.30	   27.64	   28.59	
    0.85	   -4.97	   -1.99	   -1.49	  -11.22	  -10.44	  -14.63	    3.13	   11.29	    7.81	    4.69	
    2.96	   -2.54	  -10.36	  -14.07	  -16.55	  -18.24	  -22.00	  -11.95	  -11.16	  -11.48	  -12.85	
   -3.23	   -7.24	   -6.33	   -4.27	    5.17	   37.04	   42.34	   17.78	   13.25	   13.19	    8.40	
    0.22	    3.45	   -0.86	   -0.86	    0.43	    6.14	    5.60	    8.84	    9.91	   12.07	    8.30	
    0.00	    0.52	    4.71	    3.66	    2.62	    3.14	    4.71	    2.09	    2.41	    2.62	    0.00	
   -6.89	   -5.49	   -7.82	  -14.34	  -12.01	   -7.82	   -8.75	  -10.61	  -10.15	   -7.36	   -5.49	
    2.37	   -0.64	   -0.02	   -4.50	   -9.11	   -3.83	   -4.58	   -4.85	   -3.83	   -6.91	   -3.18	
   -8.98	   -8.35	  -11.35	   -9.55	   -4.83	    0.80	    1.63	   -1.25	   -6.36	   -7.39	   -6.67	
  -19.33	  -20.55	  -37.42	  -32.52	  -34.36	  -37.42	  -37.73	  -37.12	  -42.64	  -48.47	  -47.55	
  -13.08	  -14.23	  -17.69	  -18.85	  -21.92	  -20.00	  -20.00	  -36.54	  -34.62	  -35.38	  -41.92	
   -3.53	  -11.18	  -15.88	  -19.41	  -16.47	    4.71	   -1.18	   49.41	   54.71	   50.00	   21.18	
    0.63	   -4.70	   -0.31	   -5.64	   -4.39	    0.31	    2.19	  -13.17	  -18.50	  -34.17	  -32.29	
    2.86	    7.05	    3.09	    8.02	    6.73	    4.17	    3.55	    3.43	    2.07	   -2.03	   -4.97	
   -2.80	   -1.44	   -4.26	   -1.51	   -5.77	   -7.96	   -1.27	   -0.87	   -5.42	   -7.38	   -8.93	
    1.35	    4.28	    2.65	   -5.52	   -6.61	    5.77	    4.51	  -15.47	  -13.28	  -14.01	   -7.71	
   -6.34	   -6.93	   -8.73	   -6.39	   -5.13	   -2.05	    1.71	   -3.31	   -1.24	    8.46	    9.83	
    5.83	    9.79	    2.07	   -1.50	    1.18	  -13.46	   -9.51	   -9.51	   -9.94	  -13.25	  -10.11	
   -1.24	   -0.62	   -4.97	  -13.66	  -15.53	   -6.21	   -9.32	   -1.86	   -0.62	   -6.21	   -6.21	
    1.82	   -0.61	    1.21	    6.06	    9.09	   11.52	   -0.61	   -5.45	   -6.06	   -6.06	  -10.30	
  -14.14	  -16.23	  -17.80	  -14.14	  -18.32	  -14.66	   -4.19	   -5.76	  -12.04	  -16.75	  -13.09	
    1.33	    3.14	    3.07	    2.66	    2.94	    1.89	    8.18	   13.56	   10.06	    9.78	   10.69	
    0.06	    0.22	   -1.73	    0.61	    1.62	   -0.28	   -3.52	   -1.40	   -1.84	   -2.79	   -2.24	
    1.60	    1.85	    2.43	    0.70	   -0.45	   -1.53	    5.81	    5.62	   10.03	   10.73	   11.43	
    0.00	    3.40	    4.37	    6.07	    6.80	    3.64	    5.83	    6.07	    6.07	    7.04	    6.80	
    0.00	    8.58	   10.50	    9.82	    9.59	   11.42	   12.56	   14.38	   13.01	    9.36	    7.08	
   -1.40	    2.29	    1.15	    1.53	    0.64	    0.13	    1.65	   -4.45	   -6.49	   -6.11	   -6.36	
    1.33	    1.07	    5.60	    3.87	    3.60	   10.00	   13.20	   -4.40	   -4.40	   -1.73	   -6.13	
   -0.82	   -0.55	    0.36	   -0.46	    0.00	    3.56	    7.03	   11.68	    8.03	    8.12	    7.21	
    1.10	    1.60	    3.12	    2.95	   -0.25	    3.80	   -1.43	   -2.62	   -4.64	   -3.38	   -4.05	
   -8.00	  -12.00	  -14.67	   -9.33	  -10.67	  -12.00	  -12.00	  -16.00	  -16.00	  -13.33	   -8.00	
    8.05	   10.34	   12.64	    9.20	   11.49	   17.24	   10.34	   -6.90	   -8.05	   -6.90	   -8.05	
    0.00	    3.23	    1.08	    1.08	   -2.15	    0.00	    0.00	   -6.45	   -6.45	   -6.45	   -7.53	
   -2.99	   -1.16	   -2.41	   -4.90	   -1.00	    3.49	    7.65	    7.23	   13.47	    6.73	    8.65	
   -4.02	   -4.65	   -3.38	   -0.42	   -4.65	   -4.65	   -7.40	   -4.65	   -4.86	   -3.38	   -4.86	
   -1.83	    1.37	   -5.03	   -3.43	   -5.95	   -9.38	  -11.67	    3.89	    3.43	    5.26	   11.44	
    0.19	   -0.38	    2.28	    1.90	    3.23	    1.14	    1.71	  -15.78	  -14.83	  -14.26	  -13.50	
   10.21	    2.00	   -0.41	    9.03	    9.44	    4.77	    8.77	    9.59	    9.28	    9.49	    5.44	
   -1.14	   -0.20	    2.13	    4.55	    1.58	    2.32	    4.65	    2.82	    3.11	   -3.61	   -8.55	
    3.24	   -1.36	    5.81	    6.62	   15.12	   15.21	   18.95	   14.92	   10.32	   14.09	   11.38	
    7.30	    9.40	    7.22	    5.56	    1.00	    5.14	    7.13	   19.23	   21.59	   20.76	   21.72	
   -2.36	    1.81	    6.02	    8.27	   10.34	    7.19	   10.11	    1.10	    0.80	   -5.24	   -3.45	
    0.64	    2.87	    4.78	    4.46	   -5.73	  -18.15	  -29.62	  -21.02	  -27.07	  -19.75	  -17.52	
   -7.66	    1.61	    4.44	    0.40	  -11.69	  -12.90	  -18.15	   16.94	   14.92	   11.29	    1.61	
  -14.64	    5.00	   17.14	    7.50	    8.21	    8.57	    5.00	  -10.00	  -13.93	  -11.79	   -7.86	
   -0.97	   -2.74	   -1.26	    4.89	    6.41	    9.38	   10.83	   11.64	   11.01	   13.24	   14.32	
   -1.87	    0.52	    0.08	   -1.82	    3.77	    7.20	    8.16	   10.57	   11.79	   11.02	   10.18	
   -0.09	    2.10	    1.52	   -0.10	    1.83	    4.90	    8.65	    7.57	    3.67	    7.39	    8.40	
   -1.32	   -8.57	   -9.86	   -6.46	   -6.22	   -3.59	   -7.31	   -4.26	    0.40	   -2.02	    1.37	
   -3.51	   -1.60	   -0.51	   -0.28	    1.51	    2.93	   -1.31	   -3.13	    5.21	   13.69	   13.05	
    0.55	    0.62	   -1.10	   -1.51	   -4.38	   -6.98	   -5.54	   -4.11	   -2.19	   -0.34	    1.64	
    0.99	    0.15	    1.30	   -0.69	    3.21	    4.13	   11.78	   14.69	    5.43	    5.59	    5.59	
   -3.47	   -0.52	   -0.69	    0.43	   -0.52	   -8.41	   -0.95	    1.13	    1.82	    5.12	    8.76	
    4.60	    3.71	    1.65	    3.19	    0.73	    1.53	    3.87	    5.21	    4.08	   -1.13	    3.83	
    2.52	    2.43	    1.24	   -0.37	   -3.22	   -0.91	   -2.76	   -2.68	   -4.58	   -4.21	   -5.44	
   -2.03	   -0.98	   -1.17	    1.76	    3.32	    4.54	   -2.82	   -2.66	   -7.04	   -7.24	   -5.63	
   -7.09	    1.37	    7.78	   -3.49	   -9.32	  -12.58	  -16.81	  -31.62	  -36.48	  -27.79	  -22.76	
    8.18	   14.65	   12.58	   14.47	   13.77	   24.65	   34.47	   41.19	   25.28	   20.31	   23.46	
    2.61	    5.18	    9.20	    6.48	   -2.40	    2.30	   -2.72	    2.09	   -1.05	   -0.31	   -5.02	
    0.43	   -5.41	   -2.28	   -4.27	   -4.56	   -6.41	    6.13	    3.99	    2.14	   -1.99	   -2.85	
    1.49	   -4.17	   -0.89	    0.45	   -0.15	   -0.60	   -1.94	   -4.77	   -5.81	   -6.11	   -7.45	
    2.11	   -2.58	   -9.38	   -9.38	   -9.38	   -9.14	  -17.47	  -17.28	  -12.31	  -12.78	   -8.91	
    4.12	    0.24	   -0.94	    0.59	    1.41	    3.65	    6.59	    4.94	    0.24	    1.65	   17.06	
    0.47	   -0.47	    1.89	   -0.12	    1.65	    2.24	   -1.06	    1.77	    1.18	    0.12	   -0.71	
   -3.48	   -7.83	   -1.74	    1.30	   -4.78	   -8.26	   -5.22	  -16.96	  -20.87	  -25.65	  -23.48	
    0.58	   -9.25	  -17.34	  -17.34	  -33.53	  -31.21	  -27.17	  -34.68	  -29.48	  -29.48	  -30.06	
    1.46	   -5.37	  -11.22	  -13.66	  -15.12	  -19.02	  -17.07	  -13.66	  -15.12	  -16.59	  -20.98	
    1.50	   -4.68	   -3.18	   -5.31	   -2.49	   -3.39	    3.39	    2.49	    1.32	   -2.91	   -1.44	
    5.70	    1.57	   -0.18	    5.67	    3.60	    3.48	    4.16	   10.20	    9.24	    4.65	    1.42	
    2.01	   -3.14	   -2.35	   -1.22	    0.52	    4.01	    2.27	   -0.26	   -5.84	   -3.57	   -2.53	
    0.00	    3.62	   -0.08	    1.00	   -6.54	   -2.16	    2.85	   -3.08	   -3.46	   -4.00	   -6.54	
   -5.33	   -8.58	   -7.54	   -5.05	   -3.94	    6.92	    0.21	   -5.05	   -9.20	   -7.75	   -9.76	
   -2.78	   -0.61	   -0.48	   -2.14	    0.10	    0.93	    0.64	  -17.62	  -24.74	  -25.22	  -19.41	
   -4.83	   -1.62	   -2.64	   -1.84	   -0.99	    4.85	    0.44	  -23.06	  -31.89	  -29.00	  -28.81	
    7.49	    4.53	    4.45	    7.46	    4.10	    5.02	    0.68	   10.94	    7.27	   10.91	   10.78	
    4.21	   -0.49	    4.30	    3.55	    4.80	    4.13	   13.46	    8.83	    8.72	    2.18	    4.21	
   -4.21	   -2.54	   -4.18	   -5.73	   -1.52	    4.69	    4.52	    0.73	    1.61	   -3.28	   -2.01	
   -3.82	   -3.41	   -2.80	    0.50	    4.93	    4.04	    4.90	   -3.30	   -7.31	   -6.59	   -3.57	
    4.26	   14.89	   16.52	   21.53	   18.52	   11.64	   10.39	   13.89	    9.26	    8.64	    5.01	
   -2.48	   -2.60	   -1.77	   -2.72	   -1.77	   -2.60	   -0.12	   -1.30	   -3.43	   -2.84	   -3.31	
   -0.36	    1.12	   -0.81	   -4.86	   -7.06	   -8.10	  -11.11	  -10.44	  -10.26	  -13.59	  -10.21	
    2.74	    6.35	    3.56	   -2.50	   -3.99	   -1.97	    1.92	    4.90	    5.48	    7.40	    8.12	
    0.18	    5.06	   10.87	    9.80	    5.19	    6.94	    0.85	    2.10	   -1.70	   -3.40	   -0.85	
    0.48	    3.57	    0.32	    5.00	    4.74	    7.56	   21.39	   16.60	   20.49	   15.65	   14.05	
   -4.02	   -5.34	   -6.89	   -9.23	   -5.08	   -4.42	   -0.40	    2.61	   -3.00	    2.56	    2.30	
   -2.71	   -0.56	   -3.22	   -7.31	    3.18	    3.61	    3.31	   -5.67	   -8.47	   -8.64	   -5.67	
    9.05	    8.77	    6.22	    4.07	    7.18	    2.42	    7.32	  -26.04	  -24.86	  -30.94	  -33.01	
   -2.43	   -1.94	    0.49	    9.90	   13.11	   11.94	   -1.94	   -3.98	    3.59	    2.23	    3.79	
   -0.25	   -2.60	   -4.56	   -1.71	   -6.08	   -1.58	  -32.17	  -31.10	  -36.67	  -38.57	  -35.34	
    0.34	  -13.30	  -22.06	  -20.09	  -13.46	  -12.88	  -22.99	  -25.46	  -32.09	  -35.78	  -40.65	
   -2.33	    6.86	    5.30	   12.36	   13.35	   18.58	   16.94	   35.79	   35.13	   30.15	   28.11	
   -1.00	   -3.40	   -7.25	   -8.14	   -7.26	   -6.23	   -2.49	   -1.11	    0.85	   -0.49	    9.95	
   -1.95	   -9.14	   -2.86	   -5.18	   -3.58	   -7.54	   -2.68	  -13.95	  -14.73	  -14.88	  -16.27	
   -0.14	    0.22	    1.51	    1.54	    0.34	    1.19	    5.47	    6.30	    5.76	    4.60	    7.55	
    2.64	   -0.29	    0.23	   -2.30	   -2.18	    2.38	    5.88	    4.37	    2.92	    1.87	    3.28	
   -0.97	   -4.85	   -7.77	   -8.74	  -18.45	  -16.50	  -14.56	  -16.89	  -17.28	  -20.39	  -18.83	
   -3.64	   -5.45	   -6.36	   -4.55	    3.64	   -5.45	  -11.82	   -8.18	  -10.00	  -15.45	  -12.91	
   -0.70	   -0.70	   -4.21	   -4.21	    0.47	    1.64	   12.15	   27.34	   13.55	   14.49	   15.42	
   -0.33	    1.65	   -0.66	   -1.32	   15.18	   12.87	    8.58	   22.44	   28.05	   35.97	   33.66	
   -2.64	    2.93	   11.44	   13.20	   14.96	   15.25	    9.68	   -8.50	   -7.92	   -7.62	   -8.50	
    8.67	   10.44	   12.99	   13.96	   15.22	   15.51	   11.66	   13.78	   12.85	   12.05	   10.44	
    5.60	    7.40	    4.33	    7.22	    6.86	    4.08	    7.91	    5.02	    1.70	    1.08	   -0.94	
    3.34	    2.44	    1.85	   -0.58	    8.69	    4.08	    4.66	    2.23	    2.60	    8.00	    9.43	
    6.49	    5.69	    8.27	    5.89	    1.63	   -3.27	    1.83	  -14.41	  -13.61	  -11.83	   -9.65	
   -1.86	    1.11	   -4.91	   -6.76	  -16.98	  -17.15	  -14.85	   -4.60	   -8.49	   -6.50	  -10.70	
    0.00	    0.00	    0.00	    0.00	    9.02	   10.27	    5.77	    5.59	    2.97	   -0.61	    0.00	
    3.57	    5.71	    9.29	    7.14	    1.67	    4.76	    2.14	   -0.71	   -0.71	    2.14	   -0.95	
   -3.29	   -1.27	    6.08	    5.57	    3.04	   -0.25	    5.57	    7.09	    6.58	    4.56	    2.78	
    3.66	   -0.73	    1.95	    2.44	    3.41	    4.39	    4.88	    4.63	    1.46	    1.71	   -1.22	
   -2.44	   -7.33	   -5.13	   -6.11	   -4.40	   -4.16	    3.18	    2.20	    4.65	    3.18	    1.96	
   -1.72	    0.33	   -0.95	   -0.64	    1.88	    0.33	    4.19	    5.84	    5.48	    5.48	    6.77	
   -0.41	    4.72	    2.93	    4.96	    9.02	    9.02	    8.30	    7.94	    9.73	   19.16	   27.62	
   -1.87	   -6.36	   -5.61	   -8.13	   -7.01	   -7.94	  -11.21	  -17.66	  -20.37	  -17.57	  -18.13	
  -12.20	   -7.32	   -7.32	   -2.44	   -4.88	  -12.20	  -12.20	  -26.83	  -19.51	   -4.88	   -4.88	
   61.47	   62.39	   62.39	   46.79	   52.29	   59.63	   58.72	   97.25	   91.74	   96.33	  111.93	
   -2.78	   -8.33	   -8.33	   -5.56	   -2.78	   -8.33	  -16.67	  -13.89	  -33.33	  -33.33	  -36.11	
    1.55	   -3.10	   -0.77	   -6.50	   -5.26	   -5.88	   -5.88	   -3.72	   -4.33	   -4.49	   -4.49	
   -0.55	    0.73	    3.82	    3.09	    8.55	   10.73	   13.27	    9.82	   10.18	    7.27	    4.18	
    3.00	    3.83	    1.67	    3.17	    2.00	    2.00	    1.50	    1.33	   -0.50	   -4.00	  -10.33	
    3.03	   -1.52	   -1.52	    3.03	    1.52	    6.06	    6.06	    4.55	  -15.15	  -15.15	  -19.70	
    0.00	   -3.39	   -6.78	   -6.78	   -5.08	   -5.08	   -5.08	  -10.17	  -15.25	  -16.95	  -15.25	
   -1.91	    0.21	   -4.03	   -4.67	   -2.55	   -2.34	   -9.34	    4.88	    7.64	    9.34	    4.88	
    4.35	    4.08	    5.71	    2.72	    7.07	    4.89	    3.53	   -1.36	   -3.26	   -4.08	   -4.89	
   -3.06	   -4.90	   -8.16	   -8.16	  -11.02	   -7.55	   -9.39	  -14.69	  -23.06	  -24.29	  -26.33	
   -2.73	   -6.82	    0.00	   -4.55	   -5.00	  -13.64	  -34.09	   -9.09	  -13.64	  -11.36	  -18.18	
   -8.16	  -14.29	  -18.37	  -22.45	  -11.02	  -10.20	  -11.02	  -18.37	  -14.29	  -16.33	  -24.49	
   -1.96	   -1.96	    1.96	    0.00	    0.00	   -5.88	   -3.92	  -11.76	  -17.65	  -21.57	  -25.49	
   -2.33	    2.33	    2.33	   -1.55	    7.75	   12.40	   17.83	   30.23	   24.81	   17.83	   17.05	
   19.59	   19.59	   36.08	   17.53	   27.84	   45.36	   42.27	   54.64	   39.18	   52.58	    5.15	
    9.63	  -24.44	  -17.04	  -16.30	  -14.81	  -10.37	   -8.89	    0.00	    5.19	    2.96	   -0.74	
    2.86	    0.81	    1.90	    3.15	    6.09	    6.25	    5.40	   -1.09	   -3.87	   -5.69	   -4.35	
    1.65	   -2.39	   -3.05	   -2.39	   -3.42	   -1.03	    0.50	   -5.36	    0.87	   -0.70	    6.68	
    1.62	    4.19	    5.10	    5.93	    4.42	    3.72	    6.36	    4.76	    1.29	    1.21	    3.75	
    2.74	   -1.52	   -5.73	   -3.15	   -3.45	   -1.80	   -3.90	  -17.36	  -15.97	  -16.57	  -13.69	
   -1.52	   -2.68	   -4.37	   -2.45	    0.43	    6.50	    5.84	   -0.09	   -3.75	   -1.32	    1.25	
   -0.97	   10.68	    6.80	    1.94	   -0.97	    0.00	   -1.94	   -4.85	   -7.77	   -9.71	  -14.56	
    2.88	    7.69	    1.92	    1.92	   -4.81	   -0.96	    9.62	    1.92	   -0.96	    6.73	    3.85	
   -2.41	   -3.61	   -6.02	   -2.41	   -6.02	   -7.23	  -16.87	  -22.89	  -12.05	  -19.28	  -19.28	
    3.73	    2.04	   -1.32	   -0.24	   -1.68	   -3.97	   -6.01	   -6.97	   -9.86	  -10.82	  -10.82	
    4.54	    6.60	    5.36	    4.81	    6.19	   10.18	   18.43	   12.24	   11.14	   10.18	    9.08	
    1.86	   -1.05	    0.70	    2.09	   -4.88	   -6.16	  -12.33	   -8.14	  -14.42	  -11.28	  -12.33	
   -1.10	   -1.10	   -1.10	   -1.10	   -6.59	   -5.49	   -2.20	   -3.30	    1.10	   -5.49	   -0.22	
   -6.52	   -1.30	   -5.43	   -4.35	    0.00	    0.00	   -2.17	   -2.17	   -2.17	   -2.17	    0.00	
   -1.10	   -3.30	   -3.30	   -5.49	    0.00	   -6.59	   -1.10	   -7.69	   -4.40	   -1.10	    0.00	
    0.24	    3.64	   -6.31	  -14.56	  -17.96	  -20.63	  -13.11	    7.77	    3.64	    1.46	   -4.85	
   -2.79	   -0.28	    2.51	   -3.06	   -1.39	    5.29	    5.85	   11.70	   10.58	    5.57	    1.39	
    5.06	    8.86	    1.77	    0.25	   -3.29	   -3.04	   -6.08	   -5.06	   -7.09	  -10.13	   -8.86	
    3.41	  -12.30	  -11.54	  -10.69	  -10.69	  -11.92	  -16.37	  -20.06	  -19.58	  -19.11	  -18.54	
   -1.12	   -1.93	   -3.05	   -4.98	   -6.31	   -1.63	    5.60	   10.68	   10.99	    8.24	    4.27	
   10.34	    4.17	    4.11	    1.31	    8.29	   10.22	   11.71	    7.29	    6.42	    5.98	    1.81	
   -1.37	    1.49	    1.25	    0.71	    1.19	   -2.38	   12.31	   18.98	   24.15	   24.09	   37.54	
    2.18	   -0.44	   -3.49	    5.24	    4.80	    1.75	    1.31	    3.93	    0.00	   -0.44	    0.87	
   -2.67	   -8.00	   -6.22	   -1.78	   -0.89	   -0.44	    6.67	    3.56	    8.00	    3.11	    4.00	
   -2.56	   -3.40	    4.99	   12.59	   10.55	    8.19	   12.98	  -13.14	  -10.29	   -8.77	  -18.61	
   -0.37	   -5.34	  -14.36	  -13.49	  -10.38	  -11.73	  -19.63	  -21.71	  -21.05	  -19.52	  -19.37	
    2.17	    8.24	    2.26	    9.84	   14.67	   14.44	   13.60	   20.25	   16.26	   14.49	   21.05	
   -2.36	   -5.18	   -2.63	    0.36	    3.09	    0.64	   -0.09	   -6.54	   -9.08	   -9.99	   -9.72	
   -2.11	   -5.07	    5.26	   -0.57	   -2.20	   -1.24	    1.63	    0.00	   -0.67	   -0.86	   -1.44	
    8.56	    9.07	   10.83	   11.34	   11.34	   10.83	   13.10	   13.10	   14.86	   14.11	   10.33	
    1.10	   -2.63	   -0.88	   -1.75	    2.19	    2.19	   -1.54	   -1.32	   -1.75	   -3.29	   -5.04	
   -0.05	    4.48	    0.72	    4.68	    3.30	    2.69	    2.38	    2.20	    1.05	   -2.46	   -3.10	
   -1.71	   -1.57	   -7.94	   -4.73	   -6.81	   -9.57	   -3.21	    1.80	    0.53	   -2.24	   -8.77	
   -0.65	    1.73	   -5.40	   -2.16	    2.16	   -5.40	   -6.48	  -18.79	  -21.17	  -20.52	  -21.17	
    2.80	    0.70	    4.20	   -0.23	    3.50	    4.43	   13.29	   11.42	    9.09	    4.20	    7.23	
   -6.84	   -5.27	   -5.08	   -8.40	   -8.01	   -6.45	   -5.66	  -18.36	  -20.51	  -16.21	  -13.87	
   -0.85	   -0.85	   -1.71	   -5.98	   -3.42	   -2.56	   -0.85	  -13.68	  -11.11	  -10.26	  -10.26	
    0.99	    6.93	    4.95	    0.99	   13.86	   10.89	    6.93	   18.81	   11.88	   12.87	   13.86	
    2.83	    1.89	   -0.94	   -2.83	  -12.26	  -21.70	  -22.64	  -26.04	  -33.96	  -37.74	  -38.68	
    0.00	    0.00	    0.00	    0.00	   11.40	    1.01	    2.94	    6.80	   10.29	    9.56	    6.71	
    2.71	    1.26	    3.20	    4.94	    3.10	   -5.62	  -24.81	  -20.16	  -19.57	  -23.84	  -17.83	
   -0.58	    3.18	    4.23	   10.11	   10.59	   10.88	   13.67	    7.03	    6.06	    3.46	    0.10	
   -4.61	    0.66	   -5.02	    0.08	   -4.70	   -2.47	   -5.02	    5.11	    5.60	   -4.28	  -13.34	
   -0.51	    0.00	    1.32	    2.54	   -0.51	    2.03	    3.55	    5.08	   13.71	   13.20	   17.26	
